,eid,citedby_count,publicationName,author_names,coverDate,coverYear,category
152,2-s2.0-0014165241,13.0,Bulletin der Schweizerischen Akademie der Medizinischen Wissenschaften,"Giebisch, G.;Klose, R. M.;Malnic, G.",1967-12-01,1967,1.0
153,2-s2.0-0013947897,68.0,The American journal of physiology,"Malnic, G.;Klose, R. M.;Giebisch, G.",1966-01-01,1966,1.0
154,2-s2.0-0013947606,164.0,The American journal of physiology,"Malnic, G.;Klose, R. M.;Giebisch, G.",1966-01-01,1966,1.0
155,2-s2.0-0013943773,31.0,The American journal of physiology,"Giebisch, G.;Malnic, G.;Klose, R. M.;Windhager, E. E.",1966-01-01,1966,2.0
156,2-s2.0-0013842087,8.0,Nature,"Malnic, Gerhard;Vieira, Francisco Lacaz;Enokibara, Hiroko",1965-12-01,1965,1.0
157,2-s2.0-0005081551,18.0,The Journal of pharmacology and experimental therapeutics,"ROCHA E SILVA, M.;MALNIC, G.",1964-12-01,1964,1.0
158,2-s2.0-78651160243,180.0,The American journal of physiology,"MALNIC, G.;KLOSE, R. M.;GIEBISCH, G.",1964-12-01,1964,1.0
159,2-s2.0-0345514843,28.0,The Journal of general physiology,"GIEBISCH, G.;KLOSE, R. M.;MALNIC, G.;SULLIVAN, W. J.;WINDHAGER, E. E.",1964-01-01,1964,2.0
160,2-s2.0-0347801941,48.0,The Journal of biological chemistry,"HASTINGS, J. W.;SPUDICH, J.;MALNIC, G.",1963-12-01,1963,1.0
161,2-s2.0-73649152990,1.0,Medicina experimentalis. International journal of experimental medicine,"ROCHA, M.;SILVA, J. R.;MALNIC, G.",1962-12-01,1962,1.0
162,2-s2.0-0013642794,2.0,The American journal of physiology,"MALNIC, G.;ROCHA E SILVA, M.;DE ANGELIS, R. C.;CARVALHO DA SILVA, A.",1962-06-01,1962,1.0
163,2-s2.0-84941020967,0.0,Pharmacology,"Rocha e Silva, M.;Malnic, G.",1962-01-01,1962,1.0
164,2-s2.0-0000833285,3.0,The American journal of physiology,"MALNIC, G.;da SILVA, A.;de ANGELIS, R.;GOMES, Z. J.",1960-06-01,1960,1.0
165,2-s2.0-84893144097,27.0,Tree Physiology,"Jo, Leonardo;Dos Santos, Andre L.W.;Bueno, Caroline A.;Barbosa, Heloisa R.;Floh, Eny I.S.;Sederoff, Ron",2014-01-01,2014,2.0
166,2-s2.0-84911995866,7.0,Plant and Soil,"de Jesus Santos, Adailson Feitoza;Martins, Carolina Yamamoto Santos;Santos, Patrícia Oliveira;Corrêa, Élida Barbosa;Barbosa, Heloiza Ramos;Sandoval, Andrea Paola Suarez;Oliveira, Lenaldo Muniz;de Souza, Jorge Teodoro;Soares, Ana Cristina Fermino",2014-01-01,2014,2.0
167,2-s2.0-84858340801,44.0,Plant and Soil,"de Santi Ferrara, Felipe Ibañez;Oliveira, Zilda Machado;Gonzales, Hebert Hernan Soto;Floh, Eny Iochevet Segal;Barbosa, Heloiza Ramos",2012-04-01,2012,1.0
168,2-s2.0-84859268157,12.0,World Journal of Microbiology and Biotechnology,"de los Ratón, Teresa Milagros Orberá;Yano, Ricardo;Gámez, Odalys Rodríguez;Floh, Eny Iochevet Segal;de Díaz, Manuel Jesús Serrat;Barbosa, Heloíza Ramos",2012-04-01,2012,1.0
169,2-s2.0-80255129299,5.0,Biology and Fertility of Soils,"de Oliveira, Zilda M.;Floh, Eny I.S.;Ferrara, Felipe I.S.;Barbosa, Heloiza R.",2011-11-01,2011,1.0
170,2-s2.0-79955462043,40.0,International Journal of Systematic and Evolutionary Microbiology,"Ramos, Patrícia L.;Van Trappen, Stefanie;Thompson, Fabiano L.;Rocha, Rafael C.S.;Barbosa, Heloiza R.;de Vos, Paul;Moreira-Filho, Carlos A.",2011-04-01,2011,2.0
171,2-s2.0-79959531765,7.0,Memorias do Instituto Oswaldo Cruz,"Ramos, Patrícia Locosque;Moreira-Filho, Carlos Alberto;van Trappen, Stefanie;Swings, Jean;de Vos, Paul;Barbosa, Heloiza Ramos;Thompson, Cristiane Carneiro;Vasconcelos, Ana Tereza Ribeiro;Thompson, Fabiano Lopes",2011-01-01,2011,2.0
172,2-s2.0-78149405876,24.0,European Journal of Soil Biology,"Pariona-Llanos, Ricardo;Ibañez de Santi Ferrara Felipe, F.;Soto Gonzales, Hebert Hernán;Barbosa, Heloiza Ramos",2010-11-01,2010,1.0
173,2-s2.0-54349125912,20.0,Brazilian Journal of Microbiology,"Reinhardt, Érica L.;Ramos, Patrícia L.;Manfio, Gilson P.;Barbosa, Heloiza R.;Pavan, Crodowaldo;Moreira-Filho, Carlos A.",2008-01-01,2008,2.0
174,2-s2.0-33750040822,80.0,Journal of Applied Microbiology,"Liba, C. M.;Ferrara, F. I.S.;Manfio, G. P.;Fantinatti-Garboggini, F.;Albuquerque, R. C.;Pavan, C.;Ramos, P. L.;Moreira-Filho, C. A.;Barbosa, H. R.",2006-11-01,2006,1.0
175,2-s2.0-22444437731,1.0,Biochemistry and Molecular Biology Education,"Barbosa, Heloiza R.;Marques, Marilis V.;Torres, Bayardo B.",2005-07-01,2005,1.0
176,2-s2.0-0141762358,14.0,Journal of Applied Microbiology,"Thuler, D. S.;Floh, E. I.S.;Handro, W.;Barbosa, H. R.",2003-10-09,2003,1.0
177,2-s2.0-0041767482,54.0,Letters in Applied Microbiology,"Thuler, D. S.;Floh, E. I S;Handro, W.;Barbosa, H. R.",2003-08-11,2003,1.0
178,2-s2.0-0346463264,5.0,Microbiological Research,"Miyasaka, Natália Reiko Sato;Thuler, Daniela Strauss;Floh, Eny Iochevet Segal;Handro, Walter;Toledo, Mariana Braga Duarte;Gagioti, Sônia Maria;Barbosa, Heloiza Ramos",2003-01-01,2003,1.0
179,2-s2.0-19944422478,1.0,Brazilian Journal of Microbiology,"Barbosa, Heloiza R.;Moretti, Marcos A.;Thuler, Daniela S.;Augusto, Elisabeth F.P.",2002-01-01,2002,1.0
180,2-s2.0-0141551404,4.0,Brazilian Journal of Microbiology,"Barbosa, Heloiza R.;Thuler, Daniela Strauss;Shirakawa, Márcia Aiko;Miyasaka, Natália R.S.",2000-01-01,2000,1.0
181,2-s2.0-0005308343,8.0,Revista de Microbiologia,"Sanchez, Cássia Regina;Peres, Clarita Schvartz;Barbosa, Heloiza Ramos",1999-01-01,1999,1.0
182,2-s2.0-0028969421,40.0,Journal of Microbiological Methods,"Barbosa, H. R.;Rodrigues, M. F.A.;Campos, C. C.;Chaves, M. E.;Nunes, I.;Juliano, Y.;Novo, N. F.",1995-01-01,1995,1.0
183,2-s2.0-0026463183,10.0,Canadian Journal of Microbiology,"Barbosa, H. R.;Alterthum, F.",1992-01-01,1992,1.0
184,2-s2.0-19944367898,1.0,Soil Biology and Biochemistry,"Barbosa, Heloiza R.;Struckel, Yara F.",1985-01-01,1985,1.0
185,2-s2.0-85046632604,0.0,Journal of Steroid Biochemistry and Molecular Biology,"Leite-Dellova, Deise C.A.;Szriber, Shirley J.;Merighe, Giovana K.F.;Polidoro, Juliano Z.;Rebouças, Nancy A.;Oliveira-Souza, Maria;de Mello-Aires, Margarida",2018-09-01,2018,1.0
186,2-s2.0-85026795152,1.0,American Journal of Physiology - Renal Physiology,"Castelo-Branco, Regiane Cardoso;Leite-Dellova, Deise C.A.;Fernandes, Fernanda Barrinha;Malnic, Gerhard;de Mello-Aires, Margarida",2017-08-02,2017,1.0
187,2-s2.0-84878667060,16.0,American Journal of Physiology - Renal Physiology,"Castelo-Branco, Regiane C.;Leite-Delova, Deise C.A.;de Mello-Aires, Margarida",2013-06-11,2013,1.0
188,2-s2.0-84855706129,7.0,Journal of Steroid Biochemistry and Molecular Biology,"Braga-Sobrinho, C.;Leite-Dellova, D. C.A.;Mello-Aires, M.",2012-02-01,2012,1.0
189,2-s2.0-79954474970,9.0,American Journal of Physiology - Renal Physiology,"Leite-Dellova, D. C A;Malnic, G.;Mello-Aires, M.",2011-03-01,2011,1.0
190,2-s2.0-78149425568,13.0,Cellular Physiology and Biochemistry,"Eguti, Débora Mai N.;Thieme, Karina;Leung, George P.;Mello-Aires, Margarida;Oliveira-Souza, Maria",2010-01-01,2010,2.0
191,2-s2.0-66049087871,13.0,American Journal of Physiology - Renal Physiology,"Pergher, Patricia Silva;Leite-Dellova, Deise;De Mello-Aires, Margarida",2009-05-01,2009,1.0
192,2-s2.0-57349154022,24.0,American Journal of Physiology - Renal Physiology,"Leite-Dellova, D. C.A.;Oliveira-Souza, M.;Malnic, G.;Mello-Aires, M.",2008-11-01,2008,1.0
193,2-s2.0-52749087919,7.0,American Journal of Physiology - Cell Physiology,"Thieme, Karina;Eguti, Débora Mai N.;Mello-Aires, Margarida;Oliveira-Souza, Maria",2008-07-01,2008,2.0
194,2-s2.0-25644440699,5.0,Pflugers Archiv European Journal of Physiology,"Musa-Aziz, Raif;Mello-Aires, Margarida",2005-09-01,2005,1.0
195,2-s2.0-27744570751,5.0,Journal of Membrane Biology,"Musa-Aziz, R.;Oliveira-Souza, M.;Mello-Aires, M.",2005-05-01,2005,1.0
196,2-s2.0-23144456195,9.0,Brazilian Journal of Medical and Biological Research,"Nascimento Gomes, G.;Barbosa, F. T.;Radaeli, R. F.;Cavanal, M. F.;Mello Aires, M.;Zaladek Gil, F.",2005-01-01,2005,2.0
197,2-s2.0-0942268854,18.0,American Journal of Physiology - Renal Physiology,"Oliveira-Souza, Maria;Musa-Aziz, Raif;Malnic, Gerhard;De Mello Aires, Margarida",2004-02-01,2004,1.0
198,2-s2.0-3242809765,18.0,Kidney International,"Amorim, José B.O.;Musa-Aziz, Raif;Mello-Aires, Margarida;Malnic, Gerhard",2004-01-01,2004,1.0
199,2-s2.0-0036083522,10.0,American Journal of Physiology - Renal Physiology,"Musa-Aziz, Raif;Barreto-Chaves, Maria Luisa Morais;De Mello-Aires, Margarida",2002-06-29,2002,1.0
200,2-s2.0-0036265601,7.0,Journal of Nephrology,"De Mello-Aires, Margarida;Malnic, Gerhard",2002-01-01,2002,1.0
201,2-s2.0-0036405106,22.0,Kidney International,"Oliveira-Souza, Maria;Malnic, Gerhard;Mello-Aires, Margarida",2002-01-01,2002,1.0
202,2-s2.0-0034783688,11.0,Kidney International,"Oliveira-Souza, M.;Mello-Aires, M.",2001-01-01,2001,1.0
203,2-s2.0-0033696969,30.0,American Journal of Physiology - Renal Physiology,"Oliveira-Souza, M.;De Mello-Aires, M.",2000-12-07,2000,1.0
204,2-s2.0-0031114252,0.0,Brazilian Journal of Medical and Biological Research,"Mello-Aires, M.;Barreto-Chaves, M. L.M.;Nascimento-Gomes, G.;Oliveira-Souza, M.",1997-04-01,1997,1.0
205,2-s2.0-0030828964,17.0,Kidney International,"Barreto-Chaves, M. L.M.;De Mello-Aires, Margarida",1997-01-01,1997,1.0
206,2-s2.0-0029853418,73.0,American Journal of Physiology,"Barreto-Chaves, M. L.M.;Mello-Aires, M.",1996-12-01,1996,1.0
207,2-s2.0-0030253012,4.0,Brazilian Journal of Medical and Biological Research,"Dias-Tagliacozzo, G. M.;Dietrich, S. M.C.;Mello-Aires, M.",1996-10-01,1996,1.0
208,2-s2.0-0029330840,0.0,Brazilian journal of medical and biological research = Revista brasileira de pesquisas médicas e biológicas / Sociedade Brasileira de Biofísica ... [et al.],"Nascimento-Gomes, G.;Mello-Aires, M.",1995-01-01,1995,1.0
209,2-s2.0-0029023274,13.0,Brazilian Journal of Medical and Biological Research,"Nascimento-Gomes, G.;Souza, M. O.;Vecchia, M. G.;Oshiro, M. E.M.;Ferreira, A. T.;Mello-Aires, M.",1995-01-01,1995,1.0
210,2-s2.0-0027968364,1.0,Renal Physiology and Biochemistry,"MacLaughlin, M.;Malnic, G.;de Mello Aires, M.",1994-01-01,1994,1.0
211,2-s2.0-0025806336,3.0,American Journal of Physiology - Renal Fluid and Electrolyte Physiology,"DuBose, T. D.;Bidani, A.;Caflisch, C. R.;Gennari, F. J.;Maddox, D. A.;Deen, W. M.;De Mello Aires, M.;Malnic, G.",1991-01-01,1991,1.0
212,2-s2.0-15444379791,2.0,Kidney International,"MacLaughlin, M.;De Mello Aires, M.",1990-01-01,1990,1.0
213,2-s2.0-0025370880,2.0,Clinical Science,"MacLaughin, M.;Mello Aires, M.",1990-01-01,1990,1.0
214,2-s2.0-0025079426,1.0,Brazilian Journal of Medical and Biological Research,"Nascimento-Gomes, G.;Mello-Aires, M.",1990-01-01,1990,1.0
215,2-s2.0-0025469182,20.0,American Journal of Physiology - Renal Fluid and Electrolyte Physiology,"De Mello Aires, M.;Lopes, M. J.;Malnic, G.",1990-01-01,1990,1.0
216,2-s2.0-0024825030,0.0,Brazilian Journal of Medical and Biological Research,"Maclaughlin, M.;Mello-Aires, M.",1989-12-01,1989,1.0
217,2-s2.0-0024391135,0.0,Recent advances in pharmacology and therapeutics: proceedings of the XII Latin-American Congress of Pharmacology and the III Inter-American Congress of Clinical Pharmacology and Therapeutics. ICS839,"Nascimento Gomes, G.;De Mello Aires, M.",1989-01-01,1989,1.0
218,2-s2.0-0023801880,25.0,Pflügers Archiv European Journal of Physiology,"Whittembury, Guillermo;Malnic, Gerhard;Mello-Aires, Margarida;Amorena, Carlos",1988-10-01,1988,2.0
219,2-s2.0-0023459392,0.0,Acta physiologica et pharmacologica latinoamericana : organo de la Asociacion Latinoamericana de Ciencias Fisiologicas y de la Asociacion Latinoamericana de Farmacologia,"Malnic, G.;de Mello Aires, M.;Lopes, A. G.;Cassola, A. C.;Berardi, A. L.;Giebisch, G.",1987-12-01,1987,1.0
220,2-s2.0-0022361991,25.0,Renal Physiology,"MacLaughlin, M.;De Mello Aires, M.;Malnic, G.",1985-12-01,1985,1.0
221,2-s2.0-84939691496,0.0,Kidney and Blood Pressure Research,"MacLaughlin, M.;De Mello Aires, M.;Malnic, G.",1985-01-01,1985,1.0
222,2-s2.0-0021263955,7.0,Pflügers Archiv: European Journal of Physiology,"Rebouças, Nancy A.;Fernandes, Davi T.;Elias, Maria Monica;de Mello-Aires, Margarida;Malnic, Gerhard",1984-01-01,1984,1.0
223,2-s2.0-0020987287,1.0,Brazilian Journal of Medical and Biological Research,"Mello-Aires, M.;MacLaughlin, M. A.;Malnic, G.",1983-12-01,1983,1.0
224,2-s2.0-0019849365,5.0,The Journal of Membrane Biology,"Costa Silva, V. L.;Campiglia, S. S.;de Mello Aires, M.;Malnic, G.;Giebisch, G.",1981-10-01,1981,2.0
225,2-s2.0-0019553787,4.0,Brazilian Journal of Medical and Biological Research,"Lopes, A. G.;de Mello-Aires, M.;Malnic, G.",1981-04-01,1981,1.0
226,2-s2.0-0019540878,0.0,Arquivos Brasileiros de Cardiologia,"Mac Laughlin, M.;De Mello Aires, M.;Malnic, G.",1981-01-01,1981,1.0
227,2-s2.0-0019257165,0.0,Acta Physiologica Latino-Americana,"Maclaughlin, M.;De Mello Aires, M.;Malnic, G.",1980-01-01,1980,1.0
228,2-s2.0-0019064148,10.0,American Journal of Physiology - Renal Fluid and Electrolyte Physiology,"Silva-Netto, C. R.;De Mello Aires, M.;Malnic, G.",1980-01-01,1980,1.0
229,2-s2.0-77957775888,1.0,Current Topics in Membranes and Transport,"Malnic, G.;Costa Silva, V. L.;Campiglia, S. S.;de Mello Aires, M.;Giebisch, G.",1980-01-01,1980,1.0
230,2-s2.0-0018600553,3.0,Arquivos Brasileiros de Cardiologia,"MacLaughlin, M.;De Mello Aires, M.;Malnic, G.",1979-12-01,1979,1.0
231,2-s2.0-0018474694,11.0,The American journal of physiology,"de Mello Aires, M.;Malnic, G.",1979-05-01,1979,1.0
232,2-s2.0-0018476262,5.0,Medical &amp; Biological Engineering &amp; Computing,"Malnic, G.;Silva Netto, C. R.;Stamopoulos, C. D.;de Mello Aires, M.",1979-05-01,1979,1.0
233,2-s2.0-0018367467,0.0,American Journal of Physiology - Renal Fluid and Electrolyte Physiology,"De Mello Aires, M.;Malnic, G.",1979-01-01,1979,1.0
234,2-s2.0-0017755012,42.0,The Journal of Physiology,"Giebisch, G.;Malnic, G.;De Mello, G. B.;De Mello Aires, M.",1977-06-01,1977,1.0
235,2-s2.0-0017562350,0.0,Boletin de Estudios Medicos y Biologicos,"Silva-Netto, C. R.;Mello Aires, M.;Malnic, G.",1977-01-01,1977,1.0
236,2-s2.0-0016593245,16.0,American Journal of Physiology,"De Mello Aires, M.;Malnic, G.",1975-01-01,1975,1.0
237,2-s2.0-0015903013,24.0,The Journal of Physiology,"de Mello‐Aires, Margarida;Giebisch, Gerhard;Malnic, Gerhard;Curran, Peter F.",1973-07-01,1973,1.0
238,2-s2.0-0015278064,2.0,Pflügers Archiv European Journal of Physiology,"de Mello Aires, Margarida;Malnic, Gerhard",1972-09-01,1972,1.0
239,2-s2.0-0015278395,2.0,Pflügers Archiv European Journal of Physiology,"Malnic, G.;Mello-Aires, M.;de Mello, G. B.;Giebisch, G.",1972-09-01,1972,1.0
240,2-s2.0-0015258461,4.0,Pflügers Archiv European Journal of Physiology,"de Mello Aires, Margarida;Malnic, Gerhard",1972-03-01,1972,1.0
241,2-s2.0-0015266407,53.0,The American journal of physiology,"Malnic, G.;De Mello Aires, M.;Giebisch, G.",1972-01-01,1972,1.0
242,2-s2.0-0015143706,61.0,The American journal of physiology,"Malnic, G.;De Mello Aires, M.;Giebisch, G.",1971-10-01,1971,1.0
243,2-s2.0-0015079609,52.0,The American journal of physiology,"Malnic, G.;de Mello-Aires, M.",1971-01-01,1971,1.0
244,2-s2.0-0014702862,7.0,The American journal of physiology,"Malnic, G.;Mello Aires, M.",1970-01-01,1970,1.0
245,2-s2.0-0014707958,16.0,The American journal of physiology,"Malnic, G.;Mello Aires, M.;Lacaz Vieira, F.",1970-01-01,1970,1.0
246,2-s2.0-85056260637,0.0,Scientific Reports,"Galdino, Nayane A.L.;Loures, Flávio V.;de Araújo, Eliseu F.;da Costa, Tania A.;Preite, Nycolas W.;Calich, Vera Lúcia G.",2018-12-01,2018,1.0
247,2-s2.0-85045886887,5.0,Journal of Allergy and Clinical Immunology,"Cabral-Marques, Otavio;França, Tabata Takahashi;Al-Sbiei, Ashraf;Schimke, Lena Friederike;Khan, Taj Ali;Feriotti, Claudia;da Costa, Tania Alves;Junior, Osvaldo Reis;Weber, Cristina Worm;Ferreira, Janaíra Fernandes;Tavares, Fabiola Scancetti;Valente, Claudia;Di Gesu, Regina Sumiko Watanabe;Iqbal, Asif;Riemekasten, Gabriela;Amarante-Mendes, Gustavo Pessini;Marzagão Barbuto, José Alexandre;Costa-Carvalho, Beatriz Tavares;Pereira, Paulo Vitor Soeiro;Fernandez-Cabezudo, Maria J.;Calich, Vera Lucia Garcia;Notarangelo, Luigi D.;Torgerson, Troy R.;al-Ramadi, Basel K.;Ochs, Hans D.;Condino-Neto, Antonio",2018-11-01,2018,1.0
248,2-s2.0-85044418785,1.0,Frontiers in Immunology,"Preite, Nycolas Willian;Feriotti, Claudia;Souza De Lima, Dhêmerson;Da Silva, Bruno Borges;Condino-Neto, Antônio;Pontillo, Alessandra;Calich, Vera Lúcia Garcia;Loures, Flávio Vieira",2018-03-20,2018,2.0
249,2-s2.0-85052075182,0.0,Virulence,"Calich, Vera L.G.;Mamoni, Ronei L.;Loures, Flávio V.",2018-01-01,2018,1.0
250,2-s2.0-85063473716,27.0,Paracoccidioidomycosis,"Calich, Vera Lúcia Garcia;Singer-Vermes, Lúcia M.;Russo, Momtchilo;Vaz, Celidéia A.C.;Burger, Eva",2018-01-01,2018,1.0
251,2-s2.0-85034014181,3.0,Frontiers in Immunology,"de Araújo, Eliseu Frank;Loures, Flávio Vieira;Feriotti, Cláudia;Costa, Tania;Vacca, Carmine;Puccetti, Paolo;Romani, Luigina;Calich, Vera Lúcia Garcia",2017-11-13,2017,1.0
252,2-s2.0-85028983668,11.0,Journal of Immunology,"Lima-Junior, Djalma S.;Mineo, Tiago W.P.;Calich, Vera L.G.;Zamboni, Dario S.",2017-09-15,2017,2.0
253,2-s2.0-85026516453,10.0,Frontiers in Immunology,"de Araújo, Eliseu Frank;Feriotti, Claudia;de Lima Galdino, Nayane Alves;Preite, Nycolas Willian;Calich, Vera Lúcia Garcia;Loures, Flávio Vieira",2017-07-24,2017,2.0
254,2-s2.0-85023187816,9.0,Frontiers in Immunology,"Feriotti, Claudia;de Araújo, Eliseu Frank;Loures, Flavio Vieira;Costa, Tania Alves da;Galdino, Nayane Alves de Lima;Zamboni, Dario Simões;Calich, Vera Lucia Garcia",2017-07-10,2017,1.0
255,2-s2.0-85014350787,5.0,Frontiers in Immunology,"Mirotti, Luciana;Custódio, Ricardo Wesley Alberca;Gomes, Eliane;Rammauro, Florencia;de Araujo, Eliseu Frank;Calich, Vera Lucia Garcia;Russo, Momtchilo",2017-02-03,2017,1.0
256,2-s2.0-85008230667,10.0,PLoS Pathogens,"de Araújo, Eliseu Frank;Medeiros, Daniella Helena;Galdino, Nayane Alves de Lima;Condino-Neto, Antônio;Calich, Vera Lúcia Garcia;Loures, Flávio Vieira",2016-12-19,2016,2.0
257,2-s2.0-84976465843,2.0,Mycopathologia,"Ruas, L. P.;Pereira, R. M.;Braga, F. G.;Lima, X. T.;Mamoni, R. L.;Cintra, M. L.;Schreiber, A. Z.;Calich, V. L.G.;Blotta, M. H.S.L.",2016-12-01,2016,2.0
258,2-s2.0-84950349680,0.0,PLoS ONE,"De Fatima Da Silva, Julhiany;De Oliveira, Haroldo César;Marcos, Caroline Maria;Da Silva, Rosângela Aparecida Moraes;Da Costa, Tania Alves;Calich, Vera Lucia García;Almeida, Ana Marisa Fusco;Mendes-Giannini, Maria José Soares",2015-10-30,2015,2.0
259,2-s2.0-84959205876,5.0,PLoS Neglected Tropical Diseases,"Bazan, Silvia B.;Costa, Tania A.;de Araújo, Eliseu Frank;Feriotti, Claudia;Loures, Flávio V.;Pretel, Fernando D.;Calich, Vera L.G.",2015-10-29,2015,1.0
260,2-s2.0-84927129976,30.0,Frontiers in Microbiology,"Loures, Flávio V.;Araújo, Eliseu F.;Feriotti, Claudia;Bazan, Silvia B.;Calich, Vera L.G.",2015-01-01,2015,1.0
261,2-s2.0-84954286791,0.0,Mediators of Inflammation,"Sperandio, Felipe Fornias;Fernandes, Gisele Pesquero;Mendes, Ana Carolina Silvério Cerqueira;Bani, Giulia Maria De Alencar Castro;Calich, Vera Lucia Garcia;Burger, Eva",2015-01-01,2015,2.0
262,2-s2.0-84946727443,18.0,Frontiers in Microbiology,"Feriotti, Claudia;Bazan, Silvia B.;Loures, Flávio V.;Araújo, Eliseu F.;Costa, Tânia A.;Calich, Vera L.G.",2015-01-01,2015,1.0
263,2-s2.0-84945289663,2.0,Mediators of Inflammation,"Ribeiro, Laura R.R.;Loures, Flavio V.;Araujo, Eliseu F.De;Feriotti, Claudia;Costa, Tânia A.;Serezani, Carlos Henrique;Jancar, Sonia;Calich, Vera L.G.",2015-01-01,2015,1.0
264,2-s2.0-84924351917,62.0,PLoS Pathogens,"Loures, Flávio V.;Röhm, Marc;Lee, Chrono K.;Santos, Evelyn;Wang, Jennifer P.;Specht, Charles A.;Calich, Vera L.G.;Urban, Constantin F.;Levitz, Stuart M.",2015-01-01,2015,2.0
265,2-s2.0-84905018507,31.0,Journal of Infectious Diseases,"Loures, Flávio V.;Araújo, Eliseu F.;Feriotti, Claudia;Bazan, Silvia B.;Costa, Tânia A.;Brown, Gordon D.;Calich, Vera L.G.",2014-09-01,2014,1.0
266,2-s2.0-84920531517,14.0,PLoS Neglected Tropical Diseases,"Araújo, Eliseu F.;Loures, Flávio V.;Bazan, Silvia B.;Feriotti, Claudia;Pina, Adriana;Schanoski, Alessandra S.;Costa, Tânia A.;Calich, Vera L.G.",2014-01-01,2014,1.0
267,2-s2.0-84876989266,20.0,PLoS ONE,"Silva, Julhiany de Fatima da;de Oliveira, Haroldo César;Marcos, Caroline Maria;da Silva, Rosângela Aparecida Moraes;da Costa, Tania Alves;Calich, Vera Lucia García;Almeida, Ana Marisa Fusco;Mendes-Giannini, Maria José Soares",2013-04-30,2013,2.0
268,2-s2.0-84875523202,21.0,Infection and Immunity,"Pina, Adriana;de Araujo, Eliseu Frank;Felonato, Maíra;Loures, Flávio V.;Feriotti, Claudia;Bernardino, Simone;Barbuto, José Alexandre M.;Calich, Vera L.G.",2013-04-01,2013,1.0
269,2-s2.0-84873819412,24.0,PLoS ONE,"Feriotti, Claudia;Loures, Flávio V.;Frank de Araújo, Eliseu;da Costa, Tania Alves;Calich, Vera L.G.",2013-01-30,2013,1.0
270,2-s2.0-84887310119,15.0,PLoS Neglected Tropical Diseases,"Costa, Tânia A.;Bazan, Silvia B.;Feriotti, Claudia;Araújo, Eliseu F.;Bassi, Ênio J.;Loures, Flávio V.;Calich, Vera L.G.",2013-01-01,2013,1.0
271,2-s2.0-84883390938,15.0,PLoS Neglected Tropical Diseases,"Bernardino, Simone;Pina, Adriana;Felonato, Maíra;Costa, Tânia A.;Frank de Araújo, Eliseu;Feriotti, Cláudia;Bazan, Silvia Boschi;Keller, Alexandre C.;Leite, Katia R.M.;Calich, Vera L.G.",2013-01-01,2013,1.0
272,2-s2.0-84870585635,30.0,PLoS ONE,"Felonato, Maíra;Pina, Adriana;de Araujo, Eliseu Frank;Loures, Flávio V.;Bazan, Silvia B.;Feriotti, Cláudia;Calich, Vera L.G.",2012-11-30,2012,1.0
273,2-s2.0-84866154019,4.0,FEMS Immunology and Medical Microbiology,"Loures, Flávio V.;Stroeder, Heleni;Almeida, Igor;Calich, Vera L.G.",2012-10-01,2012,1.0
